,LINKS,PRODUCT_NAMES,RATINGS,NUMBER_OF_REVIEWS,PRICES
112,https://www.amazon.in/Nivia-5177SB-Polyester-String-Blue/dp/B071XMLFTL,NIVIA String Bag/Drawstring Bag/Sports Bag Boys/Polyester String Bag/Kit Bags/Drawstring Sports Bag/Dori Backpack/Gym Bag/String Bag Men Waterproof/Drawstring Backpack (Sky Blue),4.2,444,193
113,https://www.amazon.in/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B0B25B5PB6,"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",4.5,256,289
114,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK,Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey),4.2,1498,549
115,https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN,Mi Business Casual 21L Water Resistant Laptop Backpack (Dark Grey),4.4,6047,999
116,https://www.amazon.in/wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,4.0,201,474
117,https://www.amazon.in/ADISA-Womens-Sling-SL5059-CRE_Off-White/dp/B09154JPWQ,ADISA Women's Quilted Cross Body Sling Bag,4.1,2146,495
118,https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women",4.0,572,949
119,https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/ Gym Bags/ Adjustable Shoulder Bag for Men/ Duffle Gym Bags for Men/ Fitness Bag/ Carry Bags/ Sports & Travel Bag/ Sports Kit/ Duffle Bags Travel (Black/Grey),3.9,327,239
120,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,4.4,3581,949
121,https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV,F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),4.2,2869,822
122,https://www.amazon.in/ADISA-SL5013-black-women-girls/dp/B07DVM41CW,ADISA Women's Sling Bag,4.0,2083,495
123,https://www.amazon.in/Business-Shoulder-Leather-Material-Resistant/dp/B07MH9SV9L,ZOUK Orange Wave Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with Double Handles - Tidalwave,4.4,1692,1699
124,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9,F Gear String 11 Ltrs Nylon Black Gym Bag,4.0,415,189
125,https://www.amazon.in/VIFITKIT-Multi-Purpose-Spacious-Storage-Compartment/dp/B0B4BL4RLC,"VIFITKIT Gym Bag for Men & Women, Duffel Bag, Multi-Purpose Bag with Spacious Storage Compartment & Durable Zipper Closure (22.5 litres, Black)",4.1,33,299
126,https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY,BROGBUS Leather Men Bag Business Messenger,4.1,367,989
127,https://www.amazon.in/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2,"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (37x 27x7 cm,Light Brown)",4.0,1531,999
128,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,4.2,53029,1008
129,https://www.amazon.in/Kleider-Nylon-Travel-Mobile-Messenger/dp/B08V5B5G14,DEIN KLEIDER Nylon Cross Body Travel Mobile Pouch Sling Messenger Bag for Women,4.2,1329,259
130,https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",3.7,762,899
131,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96,Gear Superior 16LWater Resistant School Bag//Backpack/College Bag for Men/Women - Black,3.9,216,395
132,https://www.amazon.in/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC,Tommy Hilfiger Polyester 53 cms Navy + White Gym Shoulder Bag (TH/KENDALL0815),4.4,63,1799
133,https://www.amazon.in/ASTRID-Blue-Textured-Cotton-Pouch/dp/B08W431L94,ASTRID Blue Textured Cotton Tote Bag With Coin Pouch,4.4,219,711
134,https://www.amazon.in/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ,Skybags Unisex Grey Jacqard 34L Laptop Bags,4.4,12,1155
135,https://www.amazon.in/ZIBUYU%C2%AE-Handbag-Fashion-Shoulder-Crossbody/dp/B0B3MTSRFK,ZIBUYU® Tote Handbag for Women Fashion Faux Leather Tote Bag Classic Shoulder Crossbody Bags for Lady Girl Solid Color,3.9,38,1322
136,https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T,"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",4.1,7623,299
137,https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J,"House of Quirk Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Dark Blue",4.3,6463,499
138,https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ,"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop 25 L Travel Bag for Women and Men Gifts, Dark Grey",4.4,3186,1999
139,https://www.amazon.in/SIDRUM-D2-Adjustable-Compatible-Mirrorless/dp/B09KH6CN1M,"SIDRUM D2 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Grey)",4.4,158,664
140,https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4,motherly 25 ltrs (25 Cms) backpack(5860_grey),4.6,5399,1716
141,https://www.amazon.in/Mammon-Womens-Leather-Handbag-4-teddy-pink/dp/B08N5F7P68,Mammon Women's PU Leather Handbag Combo,3.4,6904,636
142,https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY,"AirCase C26 13.3 Inch/14 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)",4.1,2562,949
143,https://www.amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZVTNCP,"LuvLap Baby Breast Milk Storage Bags (Pack of 50), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",4.3,516,549
144,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7,Hidesign Women Sling Bag (Blue),4.4,102,1999
145,https://www.amazon.in/Nivia-5177RD-Polyester-String-Bag/dp/B07NNJKQQY,Nivia 5177RD Polyester String Bag (Red),4.0,250,193
146,https://www.amazon.in/Okami-Wolf-unisex-adult-Messenger-Protection/dp/B0B7521SSD,Okami Wolf unisex-adult ZenPack Laptop Messenger Bag With USB Fast Charger and RFID Protection ( Black),4.4,36,3499
147,https://www.amazon.in/Wooum-Resistance-Laptop-Messenger-Briefcase/dp/B09BW4D31Z,wooum 15.6 Inch Water Resistance Laptop Messenger Bag/Laptop Briefcase/Laptop Sling bag/Laptop Side Bag for Men and Women (Dark Grey),4.1,403,597
148,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,4.4,5985,999
149,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,4.4,1631,999
150,https://www.amazon.in/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG,Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,4.3,300,649
151,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NGWLP,Hidesign Women Sling Bag (Blue),4.4,250,1499
152,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,4.4,2267,999
153,https://www.amazon.in/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK,Gear Campus1 22L Water Resistant School Bag/ College Bag/ Backpack For Men/Women-Black Royalblue,4.3,3831,649
154,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Shoulder/dp/B07Z5BYH24,Isle Locada by Hidesign Women's SLING BAG(BORDEX/MARSALA),4.1,142,2999
155,https://www.amazon.in/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)",4.0,782,1197
156,https://www.amazon.in/Lino-Perros-Womens-Sling-Gold/dp/B07MV38P1L,Lino Perros Faux Leather Sling Bag,3.9,193,940
157,https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FL584Z4,Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,3.8,1404,549
158,https://www.amazon.in/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD,LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90,4.0,1547,299
159,https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH,Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),4.4,6047,999
160,https://www.amazon.in/Farraige%C2%AE-Silicone-Crossbody-Waterproof-Stationery/dp/B0B4G8W6MQ,Farraige® Cartoon Soft Silicone Bag Crossbody Shoulder Bag Purse Waterproof Anti Fall Stationery Storage Bag Handbag Sweet Birthday Gift for Children Students Girls,4.7,20,598
161,https://www.amazon.in/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ,Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,4.0,4119,489
162,https://www.amazon.in/Anti-Theft-Backpack-Business-Charging-Student/dp/B07RSJNNZS,"Oscaurt Travel Laptop Backpack, Business High School College Bookbag,Slim Daypack for Women & Men Fit 15.6 Inches Laptop",4.5,882,949
163,https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD,wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue,4.0,575,328
164,https://www.amazon.in/Kuber-Industries-Lightweight-Toiletry-Carrying/dp/B0B45QRYHY,Kuber Industries Rexine Lightweight Travel Toiletry Bag Shaving Kit with Carrying Strap (Grey) 54KM4283,4.1,17,244
165,https://www.amazon.in/AirCase-C30-Messenger-Compartments-Multi-Pockets/dp/B07V57FMBH,"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch, 15.6 -Inch Laptop Bag for Men & Women",4.1,480,1199
166,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07T22KS9F,Isle Locada by Hidesign Women's SLING BAG(MARSALA),4.3,152,1599
167,https://www.amazon.in/Amazon-Brand-Solimo-Cricket-Black/dp/B08J8L13V5,"Amazon Brand - Solimo Cricket Kit Bag, Black",4.4,38,899
168,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07TDTPRJ9,Isle Locada by Hidesign Women's SLING BAG(MARSALA/BROWN),4.5,352,1899
169,https://www.amazon.in/Tabelito%C2%AE-Basic-Laptop-Sleeve-Surfacepro/dp/B09NDTCZ4N,Tabelito® Basic Laptop Bag Sleeve Case Cover Pouch for 15.6 Inch(39.6cm) Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue),4.2,1819,299
170,https://www.amazon.in/LXE-ECONO-ASHLYN-VINTAGE-BLUE/dp/B09MK23GB8,Baggit Women's Sling Bag,4.4,49,777
171,https://www.amazon.in/Gear-Alphamount-Trekking-Black-Yellow-RKSALPAMT0112/dp/B097KFYPCG,"Gear Alphamount 45L Water Resistant Trekking Travel Rucksack for Men,Women - Black Yellow",4.0,318,849
172,https://www.amazon.in/Marma-Zig-Zag-Sling-Navy/dp/B08KR4WRM6,Lavie Women's Marma Dome Sling Bag| Ladies Purse Handbag,4.0,2788,945
173,https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),4.2,1481,819
174,https://www.amazon.in/Lavie-MARMA-Womens-Sling-Bag/dp/B07KMBX9ZL,Lavie Women's Marma Round Tassel Sling Bag | Ladies Purse Handbag | Crossbody Sling Bag,4.2,546,673
175,https://www.amazon.in/15-6-inch-Briefcase-Resistant-Waterproof-Compatible/dp/B0966F821Q,"SABUZ BAG 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Handbag,Compatible with laptop MacBook Notebook,for MeN&Women (GREY)",3.7,214,749
176,https://www.amazon.in/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),3.4,629,599
177,https://www.amazon.in/Roller-Skating-Inline-Skates-Adults/dp/B08C47SFYB,"jaspo Roller Skating Bag, Quad & Inline Skates (Water Resistant), Casual/Office/College Book Backpack Computer/Laptop Bag for Both Kids & Adults Travel Backpack",3.5,56,284
178,https://www.amazon.in/ADISA-Women-Girls-Floral-SL5073-SKY_Sky/dp/B09B56RD6Z,ADISA Women Girls Floral Print Round Sling Bag,4.2,1114,399
179,https://www.amazon.in/Wildcraft-Typo_Blk-Casual-Backpack-11619-Typo_Blk/dp/B079MBFH5V,Wildcraft 35 ltrs (19 Cms) Casual Backpack(11619-Typo_Blk_Black),4.3,339,1298
180,https://www.amazon.in/Gear-Clubsport-Faux-Leather-Black-Red-DUFCLBSRT0109/dp/B097KCLVCP,Gear Clubsport 25 Ltrs Faux-Leather Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Black Red,4.2,222,699
181,https://www.amazon.in/Zipline-Synthetic-Executive-Briefcase-compartments/dp/B0BL3G2JKV,ZIPLINE Office Laptop Synthetic Leather Executive Formal 15.6 inch Laptop & MacBook Briefcase Messenger/Office/Travel/Business Bag for Men Women with Multiple compartments,4.3,14,1599
182,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,4.2,384,639
183,https://www.amazon.in/SACCI-MUCCI-Allamanda-Lightweight-SM1-10_magnolia/dp/B09TDNZ88Z,"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",4.3,554,499
184,https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5,"Nivia 5227 Pulse Junior Bag, Others (Orange) (ORNAGE)",3.7,139,369
185,https://www.amazon.in/Amazon-Basics-Stylish-Backpack-Laptop/dp/B09W4WRV5Q,"Amazon Basics - Laptop Backpack/Travel Backpack/College Bag for 15.6-inch Laptop, Water-Resistant, Stylish Design",1.0,1,1859
186,https://www.amazon.in/Lavie-Betula-Womens-Tote-Black/dp/B08HWFWGNX,Lavie Women's Betula Medium Tote Bag | Ladies Purse Handbag,4.1,18200,1037
187,https://www.amazon.in/Kuber-Industries-Transparent-Waterproof-F_26_KUBBMART017038/dp/B08WK5WQ3K,"Kuber Industries Large Size Crystal Clear Plastic Cosmetic Bags Travel PVC Vinyl Toiletry Bag, Zipper Large Transparent Waterproof Make-Up Case Organizer Bag (Blue) (F_26_KUBBMART017038)",3.8,20,244
188,https://www.amazon.in/Polyester-Crossbody-Messenger-Business-Spacious/dp/B09TL193PL,CRALOFT Polyester Side Bag For Men/Sling Bag/Crossbody Tablet Messenger Bag For Office Business Travel (Extra Spacious),4.3,272,529
189,https://www.amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue,4.2,53029,987
190,https://www.amazon.in/Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R,Wildcraft 44 Ltrs Casual Backpack (11629-Wolf_Black),4.3,5412,1599
191,https://www.amazon.in/Wildcraft-Solid-Backpack-Navy-11908/dp/B07N1D9LX8,Wildcraft 35 Ltrs 18 inch Backpack (11908 Navy_Navy),4.1,577,1246
192,https://www.amazon.in/Amazon-Brand-Womens-Sling-Mustard/dp/B07XBZR7SR,Amazon Brand - Eden & Ivy Women's Sling Bag,4.1,559,599
193,https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),4.2,310,995
194,https://www.amazon.in/Nelle-Harper-Womens-Shoulder-Dark/dp/B07RBR6NW2,Nelle Harper Women's Handbag,3.9,2815,699
195,https://www.amazon.in/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ,F Gear String 13 Ltr Gym Bag (Black),4.2,33,189
196,https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,4.0,201,474
197,https://www.amazon.in/MOCA-Waterproof-Exterior-Velvety-Interior/dp/B09FJT5SJJ,"MOCA Waterproof Nylon Exterior with Soft Velvety Interior Sleeve Bag Pouch Carry Case for 13.3"" to 14 inch Laptops, MacBook (Black, 13.3 Inch)",4.4,2026,1199
198,https://www.amazon.in/Isle-Coco-Hidesign-Womens-Sling/dp/B07L6D1VFK,Hidesign Women Sling Bag (Blue),4.3,128,1599
199,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NX9WV,Hidesign Women Sling Bag (Black),4.3,225,1999
200,https://www.amazon.in/Nivia-783-Polyester-Carrying-Balls/dp/B072KWMD1F,"NIVIA ‘Ball Carrying Bag’ for 9 Balls, Polyester, Black",4.4,66,566
201,https://www.amazon.in/Van-Heusen-Woman-Spring-Summer-Burgundy/dp/B07MHFJ167,Van Heusen womens Sling - textured single color belt,4.5,209,1362
202,https://www.amazon.in/PrettyKrafts-Plastic-Travel-Toiletry-Jewellery/dp/B00K2QRH76,PrettyKrafts Plastic Travel Toiletry Bag (Pink) Set of 3 Pieces,4.0,2284,299
203,https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),4.1,3683,1519
204,https://www.amazon.in/KILLER-Polyester-Orange-Laptop-Backpack/dp/B07B516P18,KILLER Casual College Bags Munich 29L Trendy Polyester Laptop Backpack,4.2,711,986
205,https://www.amazon.in/Isle-Coco-Hidesign-Womens-Sling/dp/B07L6N38Y3,Hidesign Women Sling Bag (Silver),4.3,70,2299
206,https://www.amazon.in/AmazonBasics-SM1603111P-Camera-Sling-Bag/dp/B01FRDSAYW,"Amazon Basics Camera Sling Bag, for DSLR Camera with Lens, Accessories, Adjustable Padded Strap, Black",4.3,2856,1579
207,https://www.amazon.in/ADISA-Women-Girls-Stripes-SL5100-BRO_Brown/dp/B0BD63DRLZ,ADISA Women Girls Stripes Cross Body Sling Bag,4.3,78,575
208,https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag",4.3,1245,1039
209,https://www.amazon.in/Nivia-5412OG-Polyester-Sports-Orange/dp/B07HCP7W3K,NIVIA Sports Space Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Sports and Travel Bag/Sports Kit/Duffle Bags Travel (Orange/Grey),4.1,43,775
210,https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),4.4,753,1568
211,https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q,"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)",4.0,108,1600
212,https://www.amazon.in/Clownfish-Trident-Laptop-Briefcase-Messenger/dp/B079HZJTK2,The Clownfish Trident Series Laptop Briefcase 15.6 inch Laptop Bag Messenger Bag (Dark Brown),4.4,236,1819
213,https://www.amazon.in/ADISA-Women-Girls-Floral-SL5073-SKY_Sky/dp/B09B56RD6Z,ADISA Women Girls Floral Print Round Sling Bag,4.2,1114,399
214,https://www.amazon.in/AirCase-C26-Messenger-Laptop-Shoulder/dp/B07P417566,"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch Laptop Bag for Men & Women (Blue)",4.1,2562,949
215,https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3JBRB6J,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,4.1,5469,1300
216,https://www.amazon.in/Wildcraft-Ltrs-Blue-Rucksack-8903338073871/dp/B01G5I8YAI,Wildcraft 45 Ltrs Blue Rucksack (8903338073871),4.3,2098,1599
217,https://www.amazon.in/Crafts-My-Dream-Womens-CMD2904/dp/B0100BD0IW,CRAFTS MY DREAM Women's Cross Body (Multicolor) Rose casual sling Bag,4.0,1447,299
218,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,4.4,1404,989
219,https://www.amazon.in/Lino-Perros-Womens-Sling-Blue/dp/B07GKV281L,Lino Perros Sling bag,4.2,153,889
220,https://www.amazon.in/HP-Odyssey-Backpack-15-6-inch-Laptop/dp/B012K57MYE,HP Odyssey Backpack for 15.6-inch Laptop (Grey/Green),4.5,5131,2459
221,https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT,F Gear Enzo Sports Waist Bag (.Black Blue),4.2,1085,212
222,https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),4.0,1309,699
223,https://www.amazon.in/Lino-Perros-Womens-Handbag-Black/dp/B07L4PQJ42,Lino Perros Faux Leather Handbag,4.3,2420,907
224,https://www.amazon.in/Vector-Polyester-Blitz-Gym-Grey-Orange/dp/B091MYFBBR,Vector X Polyester Blitz Gym Bag (Grey-Orange),3.5,5,299
225,https://www.amazon.in/ASTRID-Blue-Diamond-Textured-Cotton/dp/B08W5DQ33D,ASTRID Blue Diamond Textured Cotton Tote Bag,4.1,74,599
226,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB,AmazonBasics 20 ltrs (33 Cms)Casual Backpack for 15.6-inch Laptop(CLB-1_black),4.2,384,539
227,https://www.amazon.in/Lavie-Moritz-Womens-Sling-Navy/dp/B07SMBCMG7,Lavie Women's Reptile Woven Texture Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,4.0,1028,888
228,https://www.amazon.in/Kuber-Industries-Embroidery-Occasions-HS_38_KUBMART21477/dp/B095C9DPDM,"Kuber Industries Embroidery Small Hand Bag, Tote Bag, Purse For Daily Trips, Travel, Office & All Occasions For Women & Girls (Gold)-HS_38_KUBMART21477",3.7,49,126
229,https://www.amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC,"Arctic Hunter Laptop Bag,Messenger bags for Men and Women Laptop Sling Bag with Handle Water-resistant Laptop Briefcase for 15.6 inch Laptop Multiple Pockets Travel Office For Men.Black",4.5,34,2849
230,https://www.amazon.in/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC,"Arctic Hunter Laptop Bag,Messenger bags for Men and Women Laptop Sling Bag with Handle Water-resistant Laptop Briefcase for 15.6 inch Laptop Multiple Pockets Travel Office For Men.Black",4.5,34,2849
231,https://www.amazon.in/ADISA-Womens-Girls-Sling-SL5029-CRE_Off-White/dp/B083LCD3L4,ADISA Women's & Girls' Sling Bag,4.0,1535,399
232,https://www.amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large",4.3,8681,1749
233,https://www.amazon.in/Lavie-Beech-Womens-Satchel-Handbag/dp/B096KPM1KT,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,4.2,3620,1197
234,https://www.amazon.in/AirCase-Messenger-15-6-Inch-MacBook-2-Multi/dp/B07WPBDD6D,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women",3.9,656,949
235,https://www.amazon.in/Shoulder-Lightweight-Duffle-Weekend-Blue-Orange/dp/B09139DYF1,"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga",4.1,976,299
236,https://www.amazon.in/Fristo-FRB-315-Red-Women-Handbag/dp/B07MNRTDK5,Fristo Women's Handbag (FRB-315_Red),3.9,5539,498
237,https://www.amazon.in/AirCase-Messenger-15-6-Inch-MacBook-2-Multi/dp/B07WPBDD6D,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women",3.7,120,949
238,https://www.amazon.in/PLAYY-BAGS-Backpack-College-Students/dp/B099N8JRVJ,PLAYY BAGS Large 35 L Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students(Navy Blue),3.3,110,599
239,https://www.amazon.in/Lavie-Pavo-Womens-Tote-Bag/dp/B08YZ49632,Lavie Pavo Women's Tote Bag,4.1,4514,945
